territory_code,territory_name,year,population,area_km2,gdp,tourism_nights,density,log_density,log_gdp,log_tourism_nights
ITC,Nord-Ovest,2023,15858626,57928.2788,638702.3,,273.76311412173357,5.6122631854508,13.36719374060786,
ITC,Nord-Ovest,2024,15895694,57928.279,,,274.4030078987846,5.6145978575219155,,
ITC1,Piemonte,2010,4401572,25386.669,138276.2,18549622.0,173.3812340642248,5.155492835100161,11.837008413183566,16.735959969451606
ITC1,Piemonte,2011,4410887,25386.697,139833.2,18947271.0,173.74796729168824,5.157605785335824,11.848205562704743,16.757170468568106
ITC1,Piemonte,2012,4416745,25386.697,132774.0,16677890.0,173.97871806639517,5.15893298177081,11.79640371372392,16.629594448092266
ITC1,Piemonte,2013,4425816,25386.697,132507.3,16085933.0,174.3360311898787,5.160984650553623,11.7943930172304,16.593455721324958
ITC1,Piemonte,2014,4420924,25386.697,131140.5,16861835.0,174.14333184029414,5.159878706330413,11.784024546529574,16.640563342100787
ITC1,Piemonte,2015,4403562,25386.697,132573.6,16932238.0,173.4594303465315,5.155943741188491,11.79489324188923,16.644729936749062
ITC1,Piemonte,2016,4384226,25386.6972,134131.6,17122755.0,172.69777023219862,5.151543073848661,11.806576686550851,16.655918838628367
ITC1,Piemonte,2017,4370348,25386.6972,138049.3,16997123.0,172.15110597372234,5.148372614240936,11.83536614671886,16.648554652404464
ITC1,Piemonte,2018,4349911,25386.6974,139084.0,16561560.0,171.34607670551114,5.1436853516798,11.84283334613388,16.622594905383124
ITC1,Piemonte,2019,4328565,25386.6971,138296.6,17320008.0,170.50524465429572,5.138766056686231,11.837155933113486,16.66737292299222
ITC1,Piemonte,2020,4311217,25386.6971,124757.0,10938997.0,169.82189463315413,5.134750209222879,11.734123124263983,16.207844668853788
ITC1,Piemonte,2021,4274945,25386.7279,135915.4,14083285.0,168.3929105333815,5.126300001951621,11.819787912335796,16.460499191140794
ITC1,Piemonte,2022,4256350,25386.7279,140806.1,15828932.0,167.6604411866722,5.12194075064292,11.855139045631264,16.577349962746084
ITC1,Piemonte,2023,4251351,25386.7279,141165.1,15376449.0,167.46352727087762,5.120765579918111,11.857685406351637,16.54834761111862
ITC1,Piemonte,2024,4251623,25386.728,,15187864.0,167.47424087105674,5.120829553594429,,16.536007245856023
ITC2,Valle d’Aosta/Vallée d’Aoste,2010,126957,3260.8843,5367.6,533121.0,38.93330407337666,3.6618500301857515,8.588136160226803,13.186503694269101
ITC2,Valle d’Aosta/Vallée d’Aoste,2011,127153,3260.8546,5343.3,539668.0,38.99376562205503,3.6634017775065963,8.58359871861285,13.198709414649512
ITC2,Valle d’Aosta/Vallée d’Aoste,2012,127305,3260.8546,5289.8,506181.0,39.04037916931347,3.6645964738264536,8.57353571695427,13.134649591817405
ITC2,Valle d’Aosta/Vallée d’Aoste,2013,127951,3260.8546,5018.6,471248.0,39.238486745161836,3.6696580698649104,8.52090628932812,13.063139773703522
ITC2,Valle d’Aosta/Vallée d’Aoste,2014,128245,3260.8546,4913.6,456493.0,39.328647158938026,3.671953188672819,8.499762149686559,13.031328644836066
ITC2,Valle d’Aosta/Vallée d’Aoste,2015,127972,3260.8546,4863.1,471333.0,39.24492677471728,3.6698221817270498,8.489431373630568,13.063320129556717
ITC2,Valle d’Aosta/Vallée d’Aoste,2016,127030,3260.8546,4750.9,492039.0,38.95604544894458,3.662433970772073,8.466089352765026,13.106313260625562
ITC2,Valle d’Aosta/Vallée d’Aoste,2017,126677,3260.8546,4870.9,512010.0,38.84779161879833,3.659651231409012,8.491034003930439,13.146099435080913
ITC2,Valle d’Aosta/Vallée d’Aoste,2018,126213,3260.8546,4909.0,508113.0,38.705497632430465,3.65598164763204,8.498825534058053,13.138459142769182
ITC2,Valle d’Aosta/Vallée d’Aoste,2019,125653,3260.8546,4894.3,489204.0,38.53376351095201,3.651534831286884,8.495826541674345,13.100534859376607
ITC2,Valle d’Aosta/Vallée d’Aoste,2020,125034,3260.8546,4437.1,295477.0,38.34393597310349,3.646596392053711,8.397756288875671,12.596346278619697
ITC2,Valle d’Aosta/Vallée d’Aoste,2021,124089,3260.8426,4704.9,428180.0,38.05427468348211,3.639013421847324,8.456359797808489,12.967298946900714
ITC2,Valle d’Aosta/Vallée d’Aoste,2022,123360,3260.8426,4942.0,469083.0,37.830712834774666,3.633121281575383,8.505525386548555,13.05853500405212
ITC2,Valle d’Aosta/Vallée d’Aoste,2023,123130,3260.8426,5014.3,465054.0,37.76017891817287,3.6312550795651437,8.520049109397435,13.049908806859298
ITC2,Valle d’Aosta/Vallée d’Aoste,2024,122877,3260.8426,,490998.0,37.68259160991089,3.629198226799198,,13.104195333448606
ITC3,Liguria,2010,1591537,5415.0727,53114.6,5269195.0,293.9087041250619,5.683269188927335,10.880207122356424,15.477388157426708
ITC3,Liguria,2011,1592593,5416.1343,53369.3,5317910.0,294.04606898318605,5.683736452284675,10.884990953259214,15.486590926986386
ITC3,Liguria,2012,1590096,5416.1343,51425.1,5011428.0,293.58503905636167,5.682167338549513,10.847881659098752,15.427231462387851
ITC3,Liguria,2013,1587322,5416.1343,49761.1,4828582.0,293.0728656414595,5.680421266295391,10.814988833278049,15.39006340074465
ITC3,Liguria,2014,1580322,5416.1343,50059.0,4949526.0,291.7804309246911,5.6760015705248685,10.820957588757476,15.414802372384067
ITC3,Liguria,2015,1569427,5416.1343,49986.7,5031343.0,289.7688486048066,5.669083531371786,10.819512249026008,15.431197504450225
ITC3,Liguria,2016,1557742,5416.1343,50212.4,4929728.0,287.6114057954582,5.661610283598267,10.824017287129582,15.410794372083027
ITC3,Liguria,2017,1551379,5416.1343,50872.1,5057116.0,286.43658263791576,5.657517159603654,10.837069918663191,15.436306918300124
ITC3,Liguria,2018,1541541,5416.1343,50496.5,5138477.0,284.62015796026327,5.651155512241879,10.829659305930921,15.452267290022846
ITC3,Liguria,2019,1532980,5416.152,50552.1,5172696.0,283.0385853277382,5.64558323226352,10.830759766612436,15.458904580585713
ITC3,Liguria,2020,1524826,5416.152,44959.6,3238543.0,281.5330884362182,5.640249983962369,10.713519587730843,14.990634095269005
