FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,23308.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,23851.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,24298.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,24284.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,24447.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,24925.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,25149.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,25601,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,26455.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,26767.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,24398.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,25988.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,27637.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,27959.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,20015.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,20118.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,19912.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,20005.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,20013.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,19892.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,20245,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,20513.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,21109.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,21417.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,19762.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,21143.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,22303.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,22345,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,163024,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,165858.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,160434.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,158966.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,159613,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,161434.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,164149.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,167558,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,168991.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,170186,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,153519.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,167907,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,176022.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,177385.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,39289.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,39378.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,37523.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,37555.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,37428.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,38206.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,38053.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,38682.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,39197.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,39629.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,36404.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,39768.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,40441.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,40228.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,157161.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,161403.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,156567.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,155426.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,156945.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,157614,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,160432.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,164087.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,166255,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,166083.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,152164.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,167555.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,173785.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,173877.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,401275.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,404064.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,389729.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,381174.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,380865.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,380692.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,387319.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,391818.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,394317.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,399314.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,359268.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,385518.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,407417.1,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE,Centro (I),B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,408827.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,119943.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,120972,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,118657.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,116353.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,117402.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,117363.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,118124.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,119862,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,121287,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,124534.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,108108.7,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,118122.5,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,125781.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,125658.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,24630,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,24518.6,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2012,23406.9,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2013,22743.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2014,22100,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2015,22741.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2016,22544.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2017,22893.8,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2018,23314.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2019,23210,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2020,20979.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2021,22760.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2022,23615,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2023,23601.4,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2010,43939.3,,,,,,,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M6,Jun-2025,2011,43944.2,,,,,,,,,,,,,,,EURO,Euro,6,Millions
