Region;Year;territory_code;population;log_population;area_km2;density;log_density;gdp;log_gdp;gdp_per_capita;log_gdp_per_capita;tourism_arrivals;log_tourism_arrivals;tourism_nightspent;log_tourism_nightspent;HPI_average;log_HPI_average;Observation_Disp_Income;log_Observation_Disp_Income;Observation_Average_Monthly_Exp;log_Observation_Average_Monthly_Exp;Observation_CPI_housing;log_Observation_CPI_housing;Observation_Income_Percentage
Campania;2021;ITF3;5624260.0;15.542599941845012;13675.6929;411.2596006012975;6.01922464673426;110887.1;11.616267845562726;19715.85595260532;9.88917846168199;3974656;15.195448761445189;14906040.0;16.517277057903335;1014.9120829576196;6.922557269948608;77321.2;11.255723453119062;292.0;5.676753802268282;109.2;4.693181063310805;13.1
Campania;2022;ITF3;5624420.0;15.54262838962733;13675.6929;411.2713001913051;6.019253094516579;117968.0;11.678168680229431;20974.251567272717;9.951050848566375;4915869;15.407979101631966;17754294.0;16.692137960121823;1007.1585753176043;6.914888353327548;82855.2;11.32484978491651;297.0;5.6937321388027;146.3;4.9856593080260785;13.4
Campania;2023;ITF3;5609536.0;15.539978564630848;13675.6929;410.1829458308471;6.016603269520098;119365.4;11.689944655701094;21279.014877522848;9.965476649034521;5263307;15.476270094384638;18507040.0;16.733661758201904;1013.1272686025408;6.920797131700305;86967.5;11.37328976462621;294.0;5.683579767338681;147.1;4.991112627607392;12.2
Campania;2024;ITF3;5593906.0;15.53718834888459;13675.6929;409.04004213197857;6.013813053773838;;;;;5211059;15.466293656030288;18530994.0;16.73495523956432;1025.8662894501144;6.933292695064665;;;286.0;5.655991810819852;137.8;4.925803358579558;11.3
Emilia-Romagna;2011;ITD5;4371595.0;15.290638489038004;22452.2072;194.70669235584108;5.271494284441979;161403.5;11.99166271983689;36920.96362997944;10.51653478876316;4688334;15.360587853434918;18125309.0;16.712819806835554;1584.389864942929;7.367954668948035;90915.0;11.417680283053494;383.0;5.948034989180646;;;13.1
Emilia-Romagna;2012;ITD5;4391314.0;15.29513905689377;22452.2072;195.58495790115455;5.275994852297744;156567.7;11.961243783282617;35653.952324976075;10.48161528435312;4752799;15.374244265621357;17916070.0;16.70120863342382;1582.8465730990692;7.366980133578673;88473.8;11.39046174196825;377.0;5.932245187448011;;;13.5
Emilia-Romagna;2013;ITD5;4415458.0;15.300622123899203;22452.2072;196.6603087468389;5.281477919303177;155426.3;11.953926943265339;35200.49335765395;10.46881537733041;4627401;15.347505929359771;17214761.0;16.66127777141703;1541.4686604614417;7.340490916572304;89543.9;11.402484286799071;385.0;5.953243334287785;;;14.0
Emilia-Romagna;2014;ITD5;4432241.0;15.304415883187184;22452.2071;197.4078085178539;5.285271683045065;156945.1;11.96365134164894;35409.87504966449;10.47474601642603;4728142;15.369042871458012;16406822.0;16.613207781910315;1433.205912936799;7.267669111110816;90467.6;11.412747054537038;369.0;5.910796644040527;;;13.0
Emilia-Romagna;2015;ITD5;4434377.0;15.30489769035229;22452.2071;197.5029439310668;5.285753490210168;157614.0;11.967904284947855;35543.662615966125;10.478517152559839;5085049;15.441815223603227;17468519.0;16.67591090461862;1382.0320144801435;7.231310169385022;91324.6;11.422175471692215;365.0;5.8998973535824915;;;12.8
Emilia-Romagna;2016;ITD5;4435480.0;15.3051463978581;22452.2068;197.55207314409736;5.286002211077696;160432.5;11.98562857234407;36170.26793041565;10.495992732450244;5294001;15.482084850662252;17927383.0;16.70183987843114;1359.277537279523;7.214708614992802;92745.7;11.437616618208985;357.0;5.877735781779639;98.2;4.58700621536042;12.3
Emilia-Romagna;2017;ITD5;4439768.0;15.306112680790958;22452.2069;197.74305571716425;5.286968489556648;164087.2;12.00815327281716;36958.50774184597;10.517551149990476;5532418;15.526135529288238;18884332.0;16.75384314151474;1347.8087385527551;7.206235396058953;95794.7;11.469962638837732;336.0;5.817111159963204;100.1;4.6061696863211745;11.5
Emilia-Romagna;2018;ITD5;4445920.0;15.307497379642186;22452.207;198.01705908020537;5.288353183953971;166255.0;12.021278033253822;37394.959873322056;10.52929121157591;5713397;15.55832432592763;18980705.0;16.75893349481871;1345.5136531239082;7.204531117364759;97052.3;11.4830052874405;347.0;5.849324779946859;102.7;4.631812116934513;11.7
Emilia-Romagna;2019;ITD5;4459453.0;15.310536670734733;22444.542;198.6876363973032;5.291733925162403;166083.7;12.02024715713154;37243.06546116755;10.52522104436108;5812533;15.575527006280987;19219123.0;16.77141633091281;1340.207848328978;7.200579991609804;97346.1;11.486027948364574;346.0;5.846438775057725;103.7;4.641502115235482;12.0
Emilia-Romagna;2020;ITD5;4464119.0;15.311582440394067;22444.542;198.8955265828102;5.292779694821737;152164.3;11.932716137106523;34086.07611042627;10.436644254676729;3825884;15.157300109651825;13881320.0;16.446054609385687;1335.424190535492;7.197004266083339;94661.6;11.458063705916166;339.0;5.82600010738045;100.3;4.60816569496789;10.6
Emilia-Romagna;2021;ITD5;4438937.0;15.305925491329788;22501.8136;197.27018803497683;5.284574301941195;167555.7;12.029071112282413;37746.807400059966;10.5386561789169;4754097;15.374517330564546;16787982.0;16.63617383124062;1326.3883656318703;7.1902150129552505;98271.0;11.495484247350285;341.0;5.831882477283517;107.4;4.676560182074764;10.8
Emilia-Romagna;2022;ITD5;4425366.0;15.302863544868137;22501.8136;196.66708109252136;5.281512355479544;173785.7;12.065578209947356;39270.35639538063;10.578225223043495;5620684;15.541963922649087;18926494.0;16.756073297368765;1332.055790986938;7.194478735348506;104781.8;11.559635371665582;345.0;5.84354441703136;146.4;4.986342601527212;10.4
Emilia-Romagna;2023;ITD5;4437578.0;15.305619290076114;22501.8136;197.20979290309293;5.284268100687523;173877.4;12.066105732149893;39182.95069968348;10.575997000038052;5780043;15.569921680067255;18862149.0;16.752667773535205;1340.702065351418;7.200948685108617;109982.3;11.608074722736388;385.0;5.953243334287785;150.6;5.014627315365793;10.9
Emilia-Romagna;2024;ITD5;4451938.0;15.308850064955353;22501.8136;197.84796368591373;5.287498875566761;;;;;5810066;15.575102488488186;19019173.0;16.76095813358942;1366.145426393697;7.219748495952911;;;360.0;5.886104031450156;143.2;4.964242254526545;10.0
Friuli-Venezia Giulia;2011;ITD4;1225361.0;14.018746052424804;7862.1541;155.855632491355;5.0489301460245555;39378.5;10.58097526106644;32136.24393138022;10.37773976660591;1052218;13.866410875146396;4480578.0;15.315262613926222;979.944316965878;6.887495750627759;23576.0;10.06798452441753;322.0;5.7745515455444085;;;12.4
Friuli-Venezia Giulia;2012;ITD4;1223642.0;14.01734221561259;7862.154;155.63699210165558;5.047526321931502;37523.8;10.532730677309454;30665.66855338408;10.330899019661139;1049381;13.863711024486697;4326588.0;15.280289798588635;979.1539050535988;6.886688836562622;22507.7;10.021612751870066;325.0;5.783825182329737;;;12.3
Friuli-Venezia Giulia;2013;ITD4;1224987.0;14.018440789659756;7862.1541;155.8080628310249;5.048624883259508;37555.4;10.533572455108525;30657.79473578087;10.330642223413042;1015934;13.83131894438061;3710308.0;15.126625450005667;970.8879573170732;6.878211072670657;22707.4;10.030446141535338;319.0;5.765191102784844;;;12.5
Friuli-Venezia Giulia;2014;ITD4;1224984.0;14.018438340651176;7862.1541;155.8076812562094;5.0486224342509285;37428.6;10.530190397046407;30554.35826100586;10.327262614359507;1033232;13.848202311462497;3599306.0;15.096251607064536;1010.5396603210154;6.918239784288245;22690.7;10.029710427892994;321.0;5.771441123130016;;;12.5
Friuli-Venezia Giulia;2015;ITD4;1221664.0;14.015724421822028;7862.1541;155.3854051270758;5.045908515421781;38206.4;10.550758319828546;31274.065536841557;10.350544455970793;1108881;13.918861956697665;3669067.0;15.115447964277255;990.043352601156;6.897748732676078;23103.8;10.04775238514539;309.0;5.733341276897746;;;11.7
Friuli-Venezia Giulia;2016;ITD4;1216208.0;14.011248379511995;7862.1544;154.69144182668302;5.041432434954266;38053.1;10.54673783171889;31288.315814400168;10.35100001017117;1164773;13.968036776210845;3803486.0;15.15142857259242;979.5050578034684;6.887047401029731;23452.6;10.062736641928762;309.0;5.733341276897746;97.6;4.580877493419047;11.5
Friuli-Venezia Giulia;2017;ITD4;1212809.0;14.008449714687037;7862.1544;154.2591175772381;5.038633770129309;38682.8;10.563150335778722;31895.211859410672;10.37021117905596;1212053;14.007826174028233;3925873.0;15.183099304849065;968.3851156069366;6.8756298548579435;23807.1;10.077739134498934;290.0;5.66988092298052;99.9;4.604169685654508;10.6
Friuli-Venezia Giulia;2018;ITD4;1211155.0;14.007085007738663;7924.2172;152.84222648515996;5.029406189897092;39197.5;10.576368248234605;32363.735442614696;10.384793798460217;1287362;14.068105721309344;4042453.0;15.212362243897042;968.0361534600664;6.875269435194906;24185.0;10.093487885257083;290.0;5.66988092298052;103.3;4.637637376125593;10.2
Friuli-Venezia Giulia;2019;ITD4;1210414.0;14.006473007813716;7932.4822;152.58956395767265;5.027751728292069;39629.5;10.587329069400372;32740.45078791224;10.396366619550932;1318763;14.09220473397783;4151491.0;15.238978104790748;962.9004329004332;6.869950013825982;24364.7;10.100890642458115;311.0;5.739792912179234;104.8;4.6520537718869415;11.2
Friuli-Venezia Giulia;2020;ITD4;1206216.0;14.002998744709588;7932.4822;152.06034751644322;5.024277465187941;36404.7;10.50245316616857;30180.912871326527;10.314964979423257;838192;13.639002470166048;2937670.0;14.893127308100437;957.2907647907648;6.864107174763566;23577.0;10.068026939534285;301.0;5.707110264748875;101.0;4.61512051684126;11.0
Friuli-Venezia Giulia;2021;ITD4;1201510.0;13.999089657053696;7933.2959;151.45155495838748;5.0202658045607675;39768.6;10.590832935168237;33098.85061297867;10.407253836078814;1087736;13.899609029895641;3775941.0;15.144160181125457;962.4603746397696;6.86949289610903;24819.0;10.119364767858293;309.0;5.733341276897746;109.1;4.692264892839025;11.0
Friuli-Venezia Giulia;2022;ITD4;1194647.0;13.993361302219776;7933.2959;150.58646684286666;5.014537449726847;40441.2;10.60760434628466;33852.00816642908;10.429753602029159;1275118;14.058549281311874;4122286.0;15.231918421819872;977.3916187417216;6.8848874097447785;26034.6;10.167181701545806;331.0;5.802118375377063;146.2;4.9849755473156785;11.5
