Region,Year,territory_code,population,area_km2,density,log_density,gdp,gdp_per_capita,log_gdp,log_gdp_per_capita,tourism_arrivals,tourism_nightspent,log_tourism_nightspent,Observation_Average_Monthly_Exp,Observation_CPI_housing,Observation_Disp_Income,Observation_Income_Percentage,HPI_average
Lazio,2016,ITE4,5761508.0,17231.7228,334.3547285939396,5.812202491046728,204716.7,35531.791329631065,12.229382351125787,10.478183105127528,6009480,19969432.0,16.809713262323502,336.0,97.8,105404.8,13.5,1466.7453157529494
Lazio,2017,ITE4,5774092.0,17231.7228,335.0850096079772,5.81438425965725,206412.1,35747.97561244261,12.23762993490223,10.484248920293448,6345132,20659875.0,16.843703971298645,308.0,98.9,106963.3,11.7,1430.5077841003315
Lazio,2018,ITE4,5774606.0,17231.7228,335.1148383143675,5.81447327402066,206865.6,35823.32716725609,12.23982458601466,10.486354557042466,6748834,21481275.0,16.88269218338525,316.0,101.3,109180.2,11.7,1405.6874641067016
Lazio,2019,ITE4,5773076.0,17231.7227,335.0260505294692,5.814208291576233,208455.9,36108.28958427016,12.247482787058065,10.494277746333546,6876471,21721565.0,16.893816103841285,316.0,102.8,110016.8,11.7,1381.7430875653658
Lazio,2020,ITE4,5755700.0,17231.7227,334.01767775661807,5.811193918991118,190931.9,33172.66362041107,12.159672098949043,10.409481430809643,3518882,12673097.0,16.354991958102612,278.0,98.7,107028.6,10.0,1363.3983068846137
Lazio,2021,ITE4,5730399.0,17239.3387,332.4024836289109,5.806346534761174,202107.1,35269.28927636627,12.216553033897837,10.470767872087634,4745296,16446394.0,16.615616801419247,311.0,105.1,112631.1,11.4,1332.58726899384
Lazio,2022,ITE4,5714882.0,17239.3387,331.5023910980994,5.803635022565513,213681.9,37390.43080854513,12.272243739545134,10.529170089930592,6237446,20745927.0,16.847860496217116,322.0,136.7,119294.6,11.6,1323.8980522310503
Lazio,2023,ITE4,5720536.0,17239.3387,331.8303619152166,5.804623880246225,215144.6,37609.16809194104,12.279065639183464,10.535003131888212,6626427,21383594.0,16.87813455046278,322.0,139.9,125633.4,11.1,1315.6671779141109
Lazio,2024,ITE4,5714745.0,17239.3387,331.49444415753607,5.803611049779698,,,,,6572487,21234218.0,16.871124495056595,324.0,132.2,,10.7,1303.6074264448498
Liguria,2011,ITC3,1592593.0,5416.1343,294.04606898318605,5.683736452284675,53369.3,33510.94724138559,10.884990953259214,10.41962744775606,1533641,5317910.0,15.486590926986386,339.0,,30238.5,13.7,2372.059190009734
Liguria,2012,ITC3,1590096.0,5416.1343,293.58503905636167,5.682167338549513,51425.1,32340.8775319226,10.847881659098752,10.38408726733076,1496941,5011428.0,15.427231462387851,341.0,,29273.8,13.8,2346.654170832568
Liguria,2013,ITC3,1587322.0,5416.1343,293.0728656414595,5.680421266295391,49761.1,31349.08985070452,10.814988833278049,10.35294051376418,1464373,4828582.0,15.39006340074465,350.0,,29090.9,14.2,2279.8800121506683
Liguria,2014,ITC3,1580322.0,5416.1343,291.7804309246911,5.6760015705248685,50059.0,31676.45581090436,10.820957588757476,10.36332896501413,1518816,4949526.0,15.414802372384068,358.0,,29217.1,15.2,2234.3618038086324
Liguria,2015,ITC3,1569427.0,5416.1343,289.7688486048066,5.669083531371786,49986.7,31850.28676070948,10.819512249026008,10.368801664435743,1556945,5031343.0,15.431197504450225,340.0,,29188.2,14.2,2226.294843049327
Liguria,2016,ITC3,1557742.0,5416.1343,287.6114057954582,5.661610283598267,50212.4,32234.09268030264,10.824017287129582,10.380779950312837,1578225,4929728.0,15.410794372083028,356.0,98.5,29565.0,14.1,2206.684509079774
Liguria,2017,ITC3,1551379.0,5416.1343,286.43658263791576,5.657517159603654,50872.1,32791.535788482375,10.837069918663191,10.39792570584106,1656452,5057116.0,15.436306918300124,333.0,101.3,30563.6,12.9,2178.8058035714284
Liguria,2018,ITC3,1541541.0,5416.1343,284.62015796026327,5.651155512241879,50496.5,32757.15663741672,10.82965930593092,10.396876740470564,1704086,5138477.0,15.452267290022846,335.0,103.2,30337.2,12.7,2145.3794642857147
Liguria,2019,ITC3,1532980.0,5416.152,283.0385853277382,5.64558323226352,50552.1,32976.35976986001,10.830759766612436,10.40354621312228,1741306,5172696.0,15.458904580585711,333.0,104.5,30534.3,12.8,2124.4991100667903
Liguria,2020,ITC3,1524826.0,5416.152,281.5330884362182,5.640249983962369,44959.6,29485.069116082752,10.713519587730843,10.291639282541835,936807,3238543.0,14.990634095269003,319.0,98.6,29319.2,11.7,2115.4269816115584
Liguria,2021,ITC3,1518495.0,5417.6165,280.2883888145276,5.635819033176198,48537.4,31964.148713034945,10.790089913775116,10.372370200999953,1288421,4073470.0,15.2200057740316,343.0,105.8,30752.4,12.9,2099.632516703786
Liguria,2022,ITC3,1509227.0,5417.6165,278.577673410438,5.629696919622017,50256.8,33299.695804541,10.824901140149024,10.413303540928045,1621137,4781872.0,15.380342659599084,337.0,138.8,33011.3,12.8,2099.4929267486023
Liguria,2023,ITC3,1507636.0,5417.6165,278.284001829956,5.62864218153978,51110.7,33901.22018842745,10.841749147618447,10.431206286479703,1675644,4844884.0,15.39343386081192,375.0,150.8,34813.9,13.0,2098.971078976641
Liguria,2024,ITC3,1509140.0,5417.6165,278.5616146879352,5.629639272556551,,,,,1677295,4816944.0,15.387650260051736,343.0,141.0,,11.0,2122.063164251208
Lombardia,2011,ITC4,9746113.0,23863.0977,408.4177638010509,6.012290581429429,402677.0,41316.676709986845,12.905890030731172,10.629021491876768,12290536,45512293.0,17.633493023254438,391.0,,209280.0,13.5,1354.8364079001565
Lombardia,2012,ITC4,9811011.0,23863.0975,411.1373638732357,6.018927377327289,390277.3,39779.519154549926,12.87461279108788,10.591107464716757,12247807,44268722.0,17.605788935983515,368.0,,202791.3,12.8,1330.2426039626584
Lombardia,2013,ITC4,9877541.0,23863.0976,413.92534890357234,6.025685640908273,382129.3,38686.68325446586,12.853514311992106,10.563250717849424,12042609,43536902.0,17.58911945827639,388.0,,203693.7,13.7,1302.993809483566
Lombardia,2014,ITC4,9929769.0,23863.0975,416.1140019647492,6.030959265902782,384761.1,38748.24278389558,12.86037790118751,10.564840686240892,12219608,43156494.0,17.580343462431863,387.0,,205361.5,13.5,1305.461175242037
Lombardia,2015,ITC4,9954769.0,23863.0976,417.1616429209928,6.0334737795926365,389042.7,39081.03744044688,12.87144438521398,10.573392652386936,12740004,44980280.0,17.621734729464954,383.0,,208520.4,13.2,1303.9301034824089
Lombardia,2016,ITC4,9958447.0,23863.0975,417.3157738638079,6.033843186700528,395615.9,39726.66621612787,12.888199070036258,10.589777934291892,13130126,46166403.0,17.647762883715913,371.0,98.5,211028.1,13.0,1307.953595902122
Lombardia,2017,ITC4,9970419.0,23863.0975,417.8174690020858,6.035044660125075,403930.1,40512.85106473459,12.908997122171654,10.609374513002743,13426025,46606052.0,17.65724096190797,338.0,99.9,217660.4,11.5,1308.3148021510278
Lombardia,2018,ITC4,9986962.0,23863.0975,418.5107151324341,6.036702493263492,410264.4,41080.000104135775,12.924557108884771,10.623276666577445,13607229,46729360.0,17.659883218884126,353.0,102.5,218417.8,11.7,1316.032349235732
Lombardia,2019,ITC4,10010833.0,23863.0974,419.5110480502837,6.039089861794756,410719.4,41027.49491475884,12.92566553525466,10.621997728606638,13802465,46766901.0,17.660686267083403,365.0,103.5,220999.2,12.2,1323.8442478792554
Lombardia,2020,ITC4,10027602.0,23863.0973,420.2137666345601,6.040763549974567,380035.5,37898.94134210752,12.848019948391723,10.542678457754462,8816229,32586972.0,17.299423134560985,352.0,100.5,217077.3,11.2,1323.9932150628626
Lombardia,2021,ITC4,9981554.0,23863.0918,418.2841889750431,6.036161079443182,419993.6,42076.97518843258,12.947994752048212,10.64725596242376,11499634,42203335.0,17.558009804319678,380.0,107.4,228536.1,12.1,1324.550199911151
Lombardia,2022,ITC4,9943004.0,23863.0918,416.66872353900095,6.032291478109655,437951.5,44046.19569699459,12.989863452633893,10.692994264342964,13590141,46834300.0,17.662126398426345,400.0,144.6,243314.2,11.9,1346.2555506216695
Lombardia,2023,ITC4,9976509.0,23863.0918,418.0727746267984,6.035655519348753,441407.3,44244.66514288716,12.997723310955283,10.69749008142526,13784722,45749934.0,17.638700907061814,398.0,151.2,256325.8,11.5,1371.530986228343
Lombardia,2024,ITC4,10012054.0,23863.0919,419.56231162148777,6.039212052710907,,,,,13730107,45304398.0,17.628914671833428,380.0,144.1,,10.4,1403.8569522170403
Marche,2011,ITE3,1549616.0,9401.1839,164.83200589236426,5.104926809130871,43944.2,28358.12227029148,10.69067592625914,10.252668767956571,1539475,5636289.0,15.544736428187836,313.0,,26512.7,11.8,1289.9253232298206
Marche,2012,ITE3,1550010.0,9401.1839,164.873915507599,5.105181033351548,42311.6,27297.630337868788,10.652816559118223,10.214555176594976,1491991,5415679.0,15.504808822984694,308.0,,25803.8,11.6,1270.0045303209004
Marche,2013,ITE3,1551668.0,9401.1839,165.0502762742467,5.106250132179938,41301.6,26617.549630462185,10.628656519118811,10.189326037767174,1472683,4656618.0,15.353799991544069,308.0,,26005.7,11.9,1258.1664332399623
Marche,2014,ITE3,1549478.0,9401.1838,164.81732864322893,5.104837761481702,42002.6,27107.580746548192,10.645486800111389,10.207568700094946,1534604,4727400.0,15.368885926461834,293.0,,26031.3,11.2,1248.7750471113231
Marche,2015,ITE3,1545869.0,9401.1838,164.4334408183786,5.102505873240811,41709.8,26981.458325382035,10.638491392166308,10.202905180390756,1683488,5026689.0,15.430272074836926,295.0,,26269.7,11.4,1195.978705978706
Marche,2016,ITE3,1538442.0,9401.1839,163.64343218517405,5.09768986684011,41939.0,27260.69621084188,10.643971460585572,10.213201244573764,1508069,4530859.0,15.326422104206785,303.0,99.0,26802.8,11.5,1008.734631147541
Marche,2017,ITE3,1532460.0,9401.1839,163.00712934676238,5.093793938173965,42662.6,27839.291074481556,10.66107793719112,10.234203649845456,1587791,4686494.0,15.360195312894732,269.0,101.1,27188.7,10.0,986.6667241986138
