Region,Year,territory_code,population,area_km2,density,log_density,gdp,gdp_per_capita,log_gdp,log_gdp_per_capita,tourism_arrivals,tourism_nightspent,log_tourism_nightspent,Observation_Average_Monthly_Exp,Observation_CPI_housing,Observation_Disp_Income,Observation_Income_Percentage,HPI_average
Emilia-Romagna,2018,ITD5,4445920.0,22452.207,198.01705908020537,5.288353183953971,166255.0,37394.959873322056,12.021278033253822,10.52929121157591,5713397,18980705.0,16.75893349481871,347.0,102.7,97052.3,11.7,1345.5136531239082
Emilia-Romagna,2019,ITD5,4459453.0,22444.542,198.6876363973032,5.291733925162403,166083.7,37243.06546116755,12.02024715713154,10.52522104436108,5812533,19219123.0,16.77141633091281,346.0,103.7,97346.1,12.0,1340.207848328978
Emilia-Romagna,2020,ITD5,4464119.0,22444.542,198.8955265828102,5.292779694821737,152164.3,34086.07611042627,11.932716137106524,10.436644254676729,3825884,13881320.0,16.446054609385687,339.0,100.3,94661.6,10.6,1335.424190535492
Emilia-Romagna,2021,ITD5,4438937.0,22501.8136,197.27018803497683,5.284574301941195,167555.7,37746.807400059966,12.029071112282413,10.5386561789169,4754097,16787982.0,16.63617383124062,341.0,107.4,98271.0,10.8,1326.3883656318703
Emilia-Romagna,2022,ITD5,4425366.0,22501.8136,196.66708109252136,5.281512355479544,173785.7,39270.35639538063,12.065578209947356,10.578225223043496,5620684,18926494.0,16.756073297368765,345.0,146.4,104781.8,10.4,1332.055790986938
Emilia-Romagna,2023,ITD5,4437578.0,22501.8136,197.20979290309293,5.284268100687523,173877.4,39182.95069968348,12.066105732149891,10.575997000038052,5780043,18862149.0,16.752667773535205,385.0,150.6,109982.3,10.9,1340.702065351418
Emilia-Romagna,2024,ITD5,4451938.0,22501.8136,197.84796368591373,5.287498875566761,,,,,5810066,19019173.0,16.76095813358942,360.0,143.2,,10.0,1366.145426393697
Friuli-Venezia Giulia,2011,ITD4,1225361.0,7862.1541,155.855632491355,5.048930146024556,39378.5,32136.24393138022,10.58097526106644,10.37773976660591,1052218,4480578.0,15.315262613926222,322.0,,23576.0,12.4,979.944316965878
Friuli-Venezia Giulia,2012,ITD4,1223642.0,7862.154,155.63699210165558,5.047526321931502,37523.8,30665.66855338408,10.532730677309454,10.33089901966114,1049381,4326588.0,15.280289798588637,325.0,,22507.7,12.3,979.1539050535988
Friuli-Venezia Giulia,2013,ITD4,1224987.0,7862.1541,155.8080628310249,5.048624883259508,37555.4,30657.79473578087,10.533572455108525,10.330642223413042,1015934,3710308.0,15.126625450005667,319.0,,22707.4,12.5,970.8879573170732
Friuli-Venezia Giulia,2014,ITD4,1224984.0,7862.1541,155.8076812562094,5.0486224342509285,37428.6,30554.35826100586,10.530190397046407,10.327262614359508,1033232,3599306.0,15.096251607064536,321.0,,22690.7,12.5,1010.5396603210154
Friuli-Venezia Giulia,2015,ITD4,1221664.0,7862.1541,155.3854051270758,5.045908515421781,38206.4,31274.065536841557,10.550758319828546,10.350544455970793,1108881,3669067.0,15.115447964277257,309.0,,23103.8,11.7,990.043352601156
Friuli-Venezia Giulia,2016,ITD4,1216208.0,7862.1544,154.69144182668302,5.041432434954266,38053.1,31288.315814400168,10.54673783171889,10.35100001017117,1164773,3803486.0,15.15142857259242,309.0,97.6,23452.6,11.5,979.5050578034684
Friuli-Venezia Giulia,2017,ITD4,1212809.0,7862.1544,154.2591175772381,5.038633770129309,38682.8,31895.211859410672,10.563150335778722,10.37021117905596,1212053,3925873.0,15.183099304849064,290.0,99.9,23807.1,10.6,968.3851156069366
Friuli-Venezia Giulia,2018,ITD4,1211155.0,7924.2172,152.84222648515996,5.029406189897092,39197.5,32363.735442614696,10.576368248234605,10.384793798460215,1287362,4042453.0,15.212362243897042,290.0,103.3,24185.0,10.2,968.0361534600664
Friuli-Venezia Giulia,2019,ITD4,1210414.0,7932.4822,152.58956395767265,5.027751728292069,39629.5,32740.45078791224,10.587329069400372,10.396366619550932,1318763,4151491.0,15.238978104790748,311.0,104.8,24364.7,11.2,962.9004329004332
Friuli-Venezia Giulia,2020,ITD4,1206216.0,7932.4822,152.06034751644322,5.024277465187941,36404.7,30180.912871326527,10.50245316616857,10.314964979423255,838192,2937670.0,14.893127308100436,301.0,101.0,23577.0,11.0,957.2907647907648
Friuli-Venezia Giulia,2021,ITD4,1201510.0,7933.2959,151.45155495838748,5.020265804560768,39768.6,33098.85061297867,10.590832935168237,10.407253836078814,1087736,3775941.0,15.144160181125455,309.0,109.1,24819.0,11.0,962.4603746397696
Friuli-Venezia Giulia,2022,ITD4,1194647.0,7933.2959,150.58646684286666,5.014537449726847,40441.2,33852.00816642908,10.60760434628466,10.42975360202916,1275118,4122286.0,15.231918421819872,331.0,146.2,26034.6,11.5,977.3916187417216
Friuli-Venezia Giulia,2023,ITD4,1194248.0,7933.2959,150.53617248790633,5.014203404066648,40228.8,33685.465665422926,10.60233843601275,10.424821737417448,1311833,4053252.0,15.215030079843393,316.0,147.9,26861.3,10.1,980.3267254038178
Friuli-Venezia Giulia,2024,ITD4,1194616.0,7933.2959,150.58255926140356,5.014511500302274,,,,,1312674,4099295.0,15.226325565669718,287.0,140.1,,8.8,907.6270781105688
Lazio,2011,ITE4,5563046.0,17231.8324,322.8354286918436,5.777142684685013,214601.4,38576.24042655768,12.2765376329226,10.560391832943983,5544540,19803029.0,16.801345463762527,346.0,,105757.5,13.0,1707.8864826394183
Lazio,2012,ITE4,5605706.0,17231.8324,325.3110795111958,5.784781892263565,205355.0,36633.2090908799,12.23249546776128,10.50871046020411,5367501,18794279.0,16.74906307297831,333.0,,101058.4,12.6,1700.3385577467238
Lazio,2013,ITE4,5678764.0,17231.8324,329.55079112770386,5.7977304881261125,200781.4,35356.53180868231,12.209972033027263,10.473238429607548,5122623,17849715.0,16.697498099675904,354.0,,101299.0,13.8,1658.2554168040715
Lazio,2014,ITE4,5723955.0,17231.8324,332.1733212771963,5.805656884734479,199392.9,34834.812642657045,12.203032529055475,10.458372529027397,5194154,17751507.0,16.691980971690228,334.0,,102880.4,13.3,1562.9886129455856
Lazio,2015,ITE4,5744899.0,17231.8324,333.388746283303,5.80930921534779,198911.9,34624.08999705652,12.200617292112206,10.452304961470812,5670523,19267053.0,16.773907096676574,326.0,,104459.5,13.5,1506.426238738739
