FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,INSTITUTIONAL_SECTOR,Institutional sector,VALUATION,Valuation (DESC),PRICE,Price (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),Year,Observation_Disp_Income,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_INSTITUTIONAL_SECTOR,Institutional sector (NOTE_INSTITUTIONAL_SECTOR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_PRICE,Price (NOTE_PRICE),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,ITDA,Trentino Alto Adige,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2018,24305.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2019,24618.5,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2020,23863.4,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2021,24555.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2022,26528.9,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITDA,Trentino Alto Adige,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2023,27876.2,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2011,89775.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2012,86173,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2013,86996.5,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2014,88018.9,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2015,89655.9,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2016,91932.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2017,94427.1,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2018,96596.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2019,96671.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2020,93517.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2021,98342.4,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2022,104732.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD3,Veneto,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2023,111218.1,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2011,23576,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2012,22507.7,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2013,22707.4,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2014,22690.7,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2015,23103.8,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2016,23452.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2017,23807.1,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2018,24185,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2019,24364.7,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2020,23577,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2021,24819,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2022,26034.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD4,Friuli-Venezia Giulia,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2023,26861.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2011,90915,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2012,88473.8,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2013,89543.9,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2014,90467.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2015,91324.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2016,92745.7,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2017,95794.7,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2018,97052.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2019,97346.1,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2020,94661.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2021,98271,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2022,104781.8,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITD5,Emilia-Romagna,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2023,109982.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2011,68659.2,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2012,66716.9,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2013,66711.8,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2014,67467.2,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2015,67882.1,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2016,69645.2,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2017,70746.2,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2018,72342.2,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2019,72405.8,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2020,68657.1,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2021,72313.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2022,77694.7,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE1,Toscana,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2023,80762.4,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2011,16051.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2012,15403.9,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2013,15245.8,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2014,15143.3,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
A,Annual,ITE2,Umbria,B6N_B_W0,Net disposable income,S14,Households,V,Current prices,S,Standard valuation based on SNA/ESA,N,Raw data,2025M6,Jun.25,2015,15183.6,,,,,TIPO_DATO_DCCN_SI__B6N_B_W0_N1,Net disposable incomeGross disposable income after deduction of consumption of fixed capital.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,,,,,,,,,EURO,Euro,6,Millions
