STRUCTURE,STRUCTURE_ID,freq: Time frequency,unit: Unit of measure,sex: Sex,age: Age class,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF5: Basilicata,2022,541168,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF5: Basilicata,2023,537577,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF5: Basilicata,2024,533233,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2010,1973624,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2011,1972049,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2012,1968536,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2013,1962430,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2014,1958226,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2015,1951733,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2016,1943085,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2017,1935097,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2018,1924257,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2019,1912021,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2020,1894110,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2021,1860601,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2022,1855454,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2023,1846610,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITF6: Calabria,2024,1838568,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2010,6697756,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2011,6715315,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2012,6717025,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2013,6708123,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2014,6694282,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2015,6676908,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2016,6646892,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2017,6614739,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2018,6573228,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2019,6530805,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2020,6486911,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2021,6423749,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2022,6420742,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2023,6392162,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG: Isole,2024,6367812,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2010,5044045,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2011,5059482,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2012,5061946,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2013,5053540,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2014,5041754,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2015,5028266,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2016,5004400,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2017,4977900,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2018,4942188,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2019,4908548,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2020,4875290,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2021,4833705,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2022,4833329,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2023,4814016,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG1: Sicilia,2024,4797359,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2010,1653711,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2011,1655833,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2012,1655079,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2013,1654583,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2014,1652528,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2015,1648642,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2016,1642492,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2017,1636839,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2018,1631040,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2019,1622257,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2020,1611621,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2021,1590044,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2022,1587413,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2023,1578146,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITG2: Sardegna,2024,1570453,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2010,11451754,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2011,11506801,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2012,11539519,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2013,11586914,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2014,11615139,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2015,11614917,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2016,11602101,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2017,11599684,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2018,11606749,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2019,11628491,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2020,11627537,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2021,11587355,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2022,11541332,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2023,11558522,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH: Nord-Est,2024,11581472,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2010,500450,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2011,504406,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2012,507989,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2013,511619,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2014,515389,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2015,517994,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2016,520252,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2017,523454,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2018,526772,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2019,530313,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2020,532644,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2021,534912,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2022,532616,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2023,534147,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH1: Provincia Autonoma di Bolzano/Bozen,2024,537533,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2010,521531,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2011,525833,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2012,529246,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2013,533435,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2014,536813,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2015,538188,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2016,539513,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2017,540280,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2018,541966,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2019,543721,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2020,545425,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2021,542166,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2022,540958,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2023,542996,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH2: Provincia Autonoma di Trento,2024,545169,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2010,4863372,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2011,4879606,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2012,4887328,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2013,4901415,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2014,4905712,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2015,4902694,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2016,4890648,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2017,4883373,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2018,4880936,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2019,4884590,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2020,4879133,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2021,4869830,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2022,4847745,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2023,4849553,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH3: Veneto,2024,4852216,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2010,1225910,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2011,1225361,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2012,1223642,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2013,1224987,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2014,1224984,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2015,1221664,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2016,1216208,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2017,1212809,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2018,1211155,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2019,1210414,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2020,1206216,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2021,1201510,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2022,1194647,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2023,1194248,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH4: Friuli-Venezia Giulia,2024,1194616,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2010,4340491,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2011,4371595,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2012,4391314,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2013,4415458,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2014,4432241,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2015,4434377,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2016,4435480,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2017,4439768,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2018,4445920,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2019,4459453,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2020,4464119,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2021,4438937,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2022,4425366,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2023,4437578,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITH5: Emilia-Romagna,2024,4451938,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2010,11654355,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2011,11728375,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2012,11779658,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2013,11866711,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2014,11909825,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2015,11918100,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2016,11910464,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2017,11908935,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2018,11889462,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2019,11868484,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2020,11831092,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2021,11786952,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2022,11724035,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2023,11723222,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI: Centro (IT),2024,11711089,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2010,3706592,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2011,3726263,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2012,3733535,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2013,3743537,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2014,3744293,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2015,3739044,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2016,3726422,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2017,3721391,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2018,3712048,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2019,3701343,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2020,3692555,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2021,3692865,,
dataflow,ESTAT:DEMO_R_D2JAN(1.0),A: Annual,NR: Number,T: Total,TOTAL: Total,ITI1: Toscana,2022,3663191,,
